Untitled,Pronunciation,Part of speech,English
gliauchíonn,/ˈglaʊ̯çiːɔnˠ/ [ˈglaʊ̯çiːnˠ],v.,blossom
gliauchíonn,/ˈglaʊ̯çiːɔnˠ/ [ˈglaʊ̯çiːnˠ],v.,flourish
gliau,/glaʊ̯/,nnt.,weight
gliat,/glatˠ/,nm.,gun
gliat,/glatˠ/,nm.,rifle
gliat,/glatˠ/,nm.,firearm
gliaíonn,/ˈglaiːɔnˠ/ [gliːnˠ],v.,release
gliaíonn,/ˈglaiːɔnˠ/ [gliːnˠ],v.,let go
gliaíonn,/ˈglaiːɔnˠ/ [gliːnˠ],v.,dismiss
gliap,/glɪpˠ/,nm.,mist
glilliaunn,/ˈglɪlaʊnˠ/,nf.,battle
glimög,/ˈglɪmʲøːg/,nf.,tour
glioeneunín,/glɔˈɲeŋiːnʲ/,nm.,comb
gliuanseann,/ˈgluə̯nʲʃəunˠ/,v.,secure
gliuaraíonn,/gluə̯ˈʁaiːˌɔnˠ/ [gluə̯ˈʁiːnˠ],v.,invest
gliugann,/glɪˈɟanˠ/,v.,play (have fun)
gliugann,/glɪˈɟanˠ/,v.,compete
gliurd,/glɪʁdˠ/,nnt.,feather
gliáen,/glaːnʲ/,undefined.,manipulate
gliá,/glæː/,nnt.,life (lifetime)
gleach,/glax/,nnt.,rainbow
gleaibrärz,/glaˈbʲɾɛːʁʦ/,nnt.,desert
gleanann,/glaˈŋanˠ/,v.,encounter
gleaustiü,/ˈglaʊʃtʲʏː/,adj.,super
glea,/gla/,adv.,here
glea,/gləu̯/,nnt.,waist
gleapín,/gleˈpˠiːnʲ/,nm.,nutrition
gleilín,/ˈglaɪ̯liːnʲ/,nf.,fox
gleníonn,/ˈgleɲiːɔnˠ/ [ˈgleɲiːnˠ],v.,bury
gleníonn,/ˈgleɲiːɔnˠ/ [ˈgleɲiːnˠ],v.,embed
gleonn,/glɔnˠ/,v.,fascinate
gleotoi,/ˈgletˠɪ/,nnt.,keyboard
gleoßuedh,/ˈglesˠevʲ/,nnt.,stomach
gleuabllánsann,/gluə̯bˠˈɫæːŋsˠanˠ/,v.,glare
gleuang,/gluə̯ŋ/,adj.,only
gle,/gle/,nnt.,rat
gloz,/ɟɫɔʦ/,adj.,stubborn
glollán,/ˈɟɫɔɫæːnʲ/,nm.,brothel
gloeanf,/ɟɫəu̯nˠfˠ/,adj.,nice
gloeuzann,/ˈɟɫɔʏ̯ʦanˠ/,v.,chase
gloeunäza,/ˈɟɫɔʏ̯ɲɛːʦa/,adj.,general
gloesí,/ɟɫɔˈʃiː/,nf.,hose
gloesí,/ɟɫɔˈʃiː/,nf.,pipe
glonann,/ˈɟɫɔŋanˠ/,v.,enlist
glor,/ɟɫɔʁ/,adj.,sexual
glögluiarzaíonn,/ɟɫøːɟˈɫɪʁʦaˌiːɔnˠ/ [ɟɫøːɟˈɫɪʁʦiːnˠ],v.,improve
glögeann,/gløːˈgəunˠ/,v.,blow
glögán,/ɟɫøːˈgæːnʲ/,nm.,peninsula
glözír,/ˈgløːʒiːɾ/,nf.,diamond
gluifeuzír,/ˈɟɫʊfʲɔʏ̯ʦiːɾ/,nf.,pick
glueifín,/ˈɟɫaɪfʲiːnʲ/,nf.,era
glueifín,/ˈɟɫaɪfʲiːnʲ/,nf.,age
glueifín,/ˈɟɫaɪfʲiːnʲ/,nf.,eon
glue,/ɟɫe/,adj.,intense
glunír,/ˈɟɫʊnˠiːɾ/,nf.,kin
glu,/ɟɫʊ/,adj.,red
glüníonn,/glʏːˈnʲiːɔnˠ/ [glʏːˈnʲiːnˠ],v.,expel
glüstann,/ˈɟɫʏːsˠtˠanˠ/,v.,hug
glüstann,/ˈɟɫʏːsˠtˠanˠ/,v.,cuddle
glüs,/ɟɫʏːʃ/,nnt.,shade
glüs,/ɟɫʏːʃ/,nnt.,hue
glü,/glʏː/,adj.,silly
glánaíonn,/glæːˈŋaiːˌɔnˠ/ [glæːˈŋiːnˠ],v.,claim
glánaíonn,/glæːˈŋaiːˌɔnˠ/ [glæːˈŋiːnˠ],v.,allege
glánaíonn,/glæːˈŋaiːˌɔnˠ/ [glæːˈŋiːnˠ],v.,accuse
glánaíonn,/glæːˈŋaiːˌɔnˠ/ [glæːˈŋiːnˠ],v.,testify
gláng,/glæːŋ/,nnt.,relationship
glásí <sidhe></sidhe>,/glæːˈʃiː sidˈhe&gt;/,nf.,immortal
gléllbueoz,/ˈgleːɫbˠeʦ/,adj.,national
glénsíonn,/ˈɟɫeːɲʃiːɔnˠ/ [ˈɟɫeːɲʃiːnˠ],v.,panic
gléstaíonn,/ˈɟɫeːsˠtˠaˌiːɔnˠ/ [ˈɟɫeːsˠtˠiːnˠ],v.,report
gléstán,/ˈɟɫeːʃtʲæːnʲ/,nm.,backpack
glíd,/ɟɫiːdˠ/,nm.,bead
glíonn,/gliːˈɔnˠ/ [gliːnˠ],v.,crash
glíonn,/gliːˈɔnˠ/ [gliːnˠ],v.,collide
glíonn,/ɟɫiːˈɔnˠ/ [ɟɫiːnˠ],v.,suggest
glíonn,/ɟɫiːˈɔnˠ/ [ɟɫiːnˠ],v.,imply
glótíonn,/ɟɫoːˈtʲiːɔnˠ/ [ɟɫoːˈtʲiːnˠ],v.,pollute
glúmeab,/gluːˈmʲebˠ/,nm.,uncle
glúrdög,/ˈgluːɾdʲøːg/,nf.,cement
geaf,/gafˠ/,nm.,happiness
geaf,/gefˠ/,adj.,round
geaf,/gefˠ/,adj.,blunt
gead,/gedˠ/,nm.,spring (coil)
geaidzín,/ˈgadʲʒiːnʲ/,nm.,lump
geaidzín,/ˈgadʲʒiːnʲ/,nm.,bump
geaidzín,/ˈgadʲʒiːnʲ/,nm.,knot
geaist,/gaʃtʲ/,v.,have to
gealz,/gaɫʦ/,nnt.,autumn
geall,/geɫ/,nnt.,fin (of fish)
gealeaunn,/ˈgəu̯laʊnˠ/,nf.,ray (of light)
gealéir,/ˈgeɫeːiɾ/ [ˈgeɫeːɾ],nm.,segment
geaeclliozán,/ˈgaclɪʦæːnʲ/,nm.,chemist
geaertín,/ˈgaɾtʲiːnʲ/,nm.,page
geamm,/gamˠ/,nm.,news
geang,/geŋ/,nnt.,crisis
geann,/ganˠ/,v.,sell
geartóir,/ˈgəu̯ʁtˠoːiɾ/ [ˈgəu̯ʁtˠoːɾ],nm.,cloak
geaíonn,/ˈgaiːɔnˠ/ [giːnˠ],v.,respond
gehrüneann,/ˈgehʁʏːˌnʲəunˠ/,v.,value
geig,/gaɪ̯g/,nnt.,vocabulary
geiliaunn,/gaɪ̯ˈlaʊnˠ/,nf.,vine
gemhíonn,/geˈmʲiːɔnˠ/ [geˈmʲiːnˠ],v.,intend
gens,/genʲʃ/,nnt.,pact
gens,/geɲʃ/,adv.,together
gensír,/ˈgeɲʃiːɾ/,nf.,flavor
geochtír,/gexˈtˠiːɾ/,nf.,scout
geochír,/ˈgɔxiːɾ/,nf.,whore
geoecht,/gɔçtʲ/,nnt.,herd
geoegeann,/gɔˈgəunˠ/,v.,place
geoegeann,/gɔˈgəunˠ/,v.,lay
geoert,/gɔɾtʲ/,nnt.,port
geopsín,/ˈgɔpˠsˠiːnʲ/,nm.,hill
geopsín,/ˈgɔpˠsˠiːnʲ/,nm.,mound
ger,/geɾ/,nnt.,geography
geuamhpfín,/ˈguə̯mʲpʲfʲiːnʲ/,nm.,island
geur,/gɔʏ̯ʁ/,nnt.,information
geus,/gɔʏ̯ʃ/,adv.,etcetera
geu,/gɔʏ̯/,adj.,light blue
geupf,/gepˠfˠ/,nnt.,remedy
ge,/ge/,adv.,ago
gepiauf,/ˈgepʲaʊ̯fˠ/,adj.,guilty
goibríonn,/ˈɟɔbʲɾiːɔnˠ/ [ˈɟɔbʲɾiːnˠ],v.,explore
goeat,/ɟetˠ/,nnt.,abuse
goea,/ɟəu̯/,adj.,bright
goeizéir,/ˈɟaɪ̯ʒeːiɾ/ [ˈɟaɪ̯ʒeːɾ],nm.,ham
goetionúir,/ˈɟɔtʲɔˌŋuːiɾ/ [ˈɟɔtʲɔŋuːɾ],nm.,spark
goepséir,/ɟɔpʲˈʃeːiɾ/ [ɟɔpʲˈʃeːɾ],nm.,moss
go,/ɟɔ/,adv.,well
göchír,/ˈgøːxiːɾ/,nf.,capsule
gög,/gøːg/,adv.,ever
göréir,/ˈgøːɾeːiɾ/ [ˈgøːɾeːɾ],nm.,justice
götoert,/ˈɟøːtˠɔɾtʲ/,nnt.,carbon
gö,/ɟøː/,nnt.,granite
gö,/gøː/,nnt.,lecture
graf,/ɟʁafˠ/,nm.,ancestor
gradz,/ɟʁadˠʦ/,adj.,former
graig,/ɟʁag/,nf.,book
grain,/ɟʁanʲ/,adj.,urban
graiucástann,/ɟʁɪˈkæːsˠtˠanˠ/,v.,smash
graiucástann,/ɟʁɪˈkæːsˠtˠanˠ/,v.,destroy
graecllúrög,/ˈɟʁacluːɾøːg/,nf.,clown
graeanín,/ˈɟʁəu̯ɲiːnʲ/,nm.,bird
graeillín,/ˈɟʁaɪ̯liːnʲ/,nf.,discovery
graerefíonn,/ˈɟʁeɾeˌfʲiːɔnˠ/ [ˈɟʁeɾefʲiːnˠ],v.,navigate
grang,/ɟʁaŋ/,adj.,religious
grann,/ɟʁanˠ/,v.,ache
graullz,/ɟʁaʊ̯ɫʦ/,nnt.,hurricane
grauns,/ɟʁaʊ̯nˠsˠ/,nnt.,jar
grauns,/ɟʁaʊ̯nˠsˠ/,nnt.,vase
graunsín,/ˈɟʁaʊ̯ŋsˠiːnʲ/,nm.,jam
gra,/ɟʁa/,num.,trillion
gra daoibh,/ɟʁa ˈdʲɔɪvʲ/,pron.,to them (masc)
gra daoibh,/ɟʁa ˈdʲɔɪvʲ/,pron.,to them (fem)
gra taoibh,/ɟʁa ˈtʲɔɪvʲ/,pron.,to them
graíonn,/ɟʁaˈiːɔnˠ/ [ɟʁiːnˠ],v.,weave
gräbh,/ɟʁɛːvˠ/,nm.,drug
grälleaunn,/gɾɛːˈlaʊnˠ/,nf.,grain
grärann,/ˈɟʁɛːʁanˠ/,v.,access
grä,/gɾɛː/,adj.,expensive
grä,/ɟʁɛː/,nnt.,robot
griaegíonn,/ˈgɾagiːɔnˠ/ [ˈgɾagiːnˠ],v.,confront
griamhpfóir,/ˈgɾamˠpˠfˠoːiɾ/ [ˈgɾamˠpˠfˠoːɾ],nm.,sewer
gria,/gɾa/,adj.,selfish
grionn,/gɾɔnˠ/,v.,sniff
grio,/gɾɔ/,adj.,great (very large)
griuemír,/gɾʊˈmʲiːɾ/,nf.,fact
griuemír,/gɾʊˈmʲiːɾ/,nf.,evidence
griuemír,/gɾʊˈmʲiːɾ/,nf.,clue
griunéir,/ˈgɾɪnˠeːiɾ/ [ˈgɾɪnˠeːɾ],nm.,cathedral
gredzeann,/ˈgɾedʲʒəunˠ/,v.,abandon
greaibhioch,/gɾaˈvʲɔx/,nm.,front
greains,/gɾanʲʃ/,adj.,robust
greanann,/gɾaˈŋanˠ/,v.,demand
greanann,/gɾeˈŋanˠ/,v.,starve
greanög,/ˈgɾeŋøːg/,nf.,content
greaut,/gɾaʊ̯tʲ/,nnt.,container
greaíonn,/gɾaˈiːɔnˠ/ [gɾiːnˠ],v.,recognize
greaíonn,/gɾaˈiːɔnˠ/ [gɾiːnˠ],v.,diagnose
greoinsín,/gɾɔɲˈʃiːnʲ/,nm.,bicycle
greoisög,/ˈgɾɔʃøːg/,nf.,beetle
greonfaíonn,/gɾenˠˈfˠaiːˌɔnˠ/ [gɾenˠˈfˠiːnˠ],v.,oppress
greunfeann,/ˈgɾɔʏ̯nʲfʲəunˠ/,v.,surround
greßeann,/ˈgɾeʃəunˠ/,v.,stab
greßeann,/ˈgɾeʃəunˠ/,v.,prick
groeull,/ɟʁeɫ/,adj.,custom
gronn,/ɟʁɔnˠ/,v.,leap
gröcht,/gɾøːxtˠ/,nm.,recession
grönög,/gɾøːˈŋøːg/,nf.,palace
gröpféir,/ˈɟʁøːpˠfˠeːiɾ/ [ˈɟʁøːpˠfˠeːɾ],nm.,alien
gruigálír,/ˈɟʁʊgæːliːɾ/,nf.,rake
grueunn,/ɟʁenˠ/,nnt.,birth
grue,/ɟʁe/,adj.,polite
gru,/ɟʁʊ/,nnt.,card
grüstann,/ˈɟʁʏːsˠtˠanˠ/,v.,snow
gráf,/gɾæːfˠ/,nm.,pocket
gráf,/ɟʁæːfˠ/,nm.,verse
grá,/ɟʁæː/,nnt.,bat (winged mammal)
gráßán,/ˈɟʁæːsˠsˠæːnʲ/,nm.,puzzle
gráßán,/ˈɟʁæːsˠsˠæːnʲ/,nm.,mystery
gréfíchír,/ˈgɾeːfʲiːxiːɾ/,nf.,radar
grénn,/ɟʁeːnˠ/,num.,four
gréseann,/ˈɟʁeːʃanˠ/,v.,stretch
gréseann,/ˈɟʁeːʃanˠ/,v.,pull
grílleann,/ˈɟʁiːləunˠ/,v.,swing
grímpf,/gɾiːmʲpʲfʲ/,adv.,clearly
gríonn,/gɾiːˈɔnˠ/ [gɾiːnˠ],v.,contribute
grísí,/ˈɟʁiːʃiː/,nf.,treasure
grípfúir,/ˈɟʁiːpʲfʲuːiɾ/ [ˈɟʁiːpʲfʲuːɾ],nm.,spy
grólz,/gɾoːɫʦ/,nnt.,drain
grón,/gɾoːɲ/,nnt.,circle
grón,/gɾoːɲ/,nnt.,sphere
gró,/gɾoː/,nnt.,code
grúng,/ɟʁuːŋ/,nnt.,laundry
grúnn,/gɾuːnˠ/,nnt.,pond
grú,/gɾuː/,adv.,else
grú,/gɾuː/,adv.,otherwise
guabheann,/ˈɟuə̯vʲəunˠ/,v.,shudder
guag,/ɟuə̯g/,adj.,jealous
guiac,/ɟɪk/,nm.,race (competition)
guineann,/ˈɟʊnʲanˠ/,v.,skip
guineann,/ˈɟʊnʲanˠ/,v.,skim
guit,/ɟʊtʲ/,nnt.,greed
guef,/ɟefʲ/,nnt.,pile
guef,/ɟefʲ/,nnt.,heap
gueazordaíonn,/ɟəu̯ˈʦɔʁdˠaˌiːɔnˠ/ [ɟəu̯ˈʦɔʁdˠiːnˠ],v.,show
gueaßéir,/ɟesˠˈsˠeːiɾ/ [ɟesˠˈsˠeːɾ],nm.,storm
gueirtaíonn,/ˈɟaɪ̯ʁtˠaˌiːɔnˠ/ [ˈɟaɪ̯ʁtˠiːnˠ],v.,generate
gueu,/ɟɔʏ̯/,nnt.,loser
gunaíonn,/ˈɟʊŋaˌiːɔnˠ/ [ˈɟʊŋiːnˠ],v.,marry
gügloeop,/ˈgʏːɟɫepˠ/,adj.,petty
günn,/ɟʏːnˠ/,nm.,ground
gün,/gʏːɲ/,adj.,single
gü,/ɟʏː/,adj.,old
gü,/ɟʏː/,adj.,ancient
gü,/gʏː/,nnt.,urine
gág,/ɟæːg/,adv.,now
gáz,/gæːʒ/,adv.,actually
gáneann,/gæːˈɲəunˠ/,v.,advocate
gá,/gæː/,nnt.,pottery
gézann,/ɟeːˈʦanˠ/,v.,emphasize
gélín,/ˈɟeːɫiːnʲ/,nm.,insurgent
géneann,/ˈɟeːnʲəunˠ/,v.,involve
gétízbahermhúgaest <giaist></giaist>,/ˈgeːtʲiːʒˌbˠaheɾmʲuːɟaʃtʲ ˈgaist&gt;/,nf.,spenta
gétízbahermhúgaest <giaist></giaist>,/ˈgeːtʲiːʒˌbˠaheɾmʲuːɟaʃtʲ ˈgaist&gt;/,nf.,angel
gétízbahermú,/ˈgeːtʲiːʒˌbˠaheɾmʲuː/,nnt.,spirit
gépéir,/geːˈpʲeːiɾ/ [geːˈpʲeːɾ],nm.,paste
gíg,/giːg/,nnt.,affection
gíz,/giːʦ/,nnt.,sausage
gílann,/ɟiːˈɫanˠ/,v.,must
gíonn,/ˈgiːɔnˠ/ [giːnˠ],v.,return
gíonn,/ˈgiːɔnˠ/ [giːnˠ],v.,go back
gíonn,/ˈgiːɔnˠ/ [giːnˠ],v.,replace
gíonn,/ˈɟiːɔnˠ/ [ɟiːnˠ],v.,turn on
gírd,/giːʁdˠ/,adj.,virtual
gí,/ɟiː/,pron.,which
gógög,/ˈgoːɟøːg/,nf.,protection
gómhis,/ˈɟoːmʲɪʃ/,nnt.,snack
gón,/ɟoːɲ/,adj.,usual
gór,/goːʁ/,nnt.,lace
gót,/ɟoːtʲ/,adj.,simple
gó,/goː/,nnt.,cell (room in a prison)
góß,/ɟoːsˠ/,nm.,expression (look on someone's face)
gúchtéir,/guːxˈtˠeːiɾ/ [guːxˈtˠeːɾ],nm.,fabric
gúchtéir,/guːxˈtˠeːiɾ/ [guːxˈtˠeːɾ],nm.,textile
gúg,/ɟuːg/,nnt.,arena
gúg,/ɟuːg/,nnt.,stadium
gúgín,/ˈɟuːɟiːnʲ/,nm.,morning
gúz,/guːʦ/,nnt.,sound
gúz,/guːʦ/,nnt.,voice
gúlú,/ɟuːˈɫuː/,nnt.,surf
gúnn,/guːnˠ/,nm.,carbohydrate
gúnög,/ˈguːɲøːg/,nf.,agreement
gúnín,/ˈguːnʲiːnʲ/,nm.,nursery
gúrzög,/ˈɟuːɾʒøːg/,nf.,style
gúrmhaior,/ˈɟuːʁmˠɪʁ/,adj.,tense
gúrmhaior,/ˈɟuːʁmˠɪʁ/,adj.,firm
gúpünfoeueg,/ˈguːpʲʏːnˠˌfˠɔʏg/,nf.,mold
gúp,/ɟuːpʲ/,nnt.,reversal
gúß,/guːsˠ/,nm.,exit
heu,/ɔˈʏ/,pron.,them
ifeann,/ˈɪfʲəunˠ/,v.,boost
ifeann,/ˈɪfʲəunˠ/,v.,promote
ifópann,/ˈɪfʲoːpˠanˠ/,v.,pick
icheaeret,/ˈɪçaɾetʲ/,nnt.,address
ichíonn,/ˈɪçiːɔnˠ/ [ˈɪçiːnˠ],v.,slap
iclleneoz,/ˈɪclenʲeʦ/,nnt.,helmet
iamann,/ˈɪmˠanˠ/,v.,stalk
ianaíonn,/ˈɪŋaˌiːɔnˠ/ [ˈɪŋiːnˠ],v.,shake
ianaíonn,/ˈɪŋaˌiːɔnˠ/ [ˈɪŋiːnˠ],v.,shock
iast,/ɪsˠtˠ/,adj.,appropriate
iap,/ɪpˠ/,nm.,entrance
ibhín,/ˈɪvʲiːnʲ/,nm.,compass
igeilueuig,/ɪˈgaɪ̯ɫɔˌʏg/,nf.,crusade
ige,/ˈɪge/,adj.,stable
ige,/ˈɪge/,adj.,steady
ige,/ˈɪge/,adj.,safe
ig,/ɪg/,adv.,down
igíonn,/ˈɪgiːɔnˠ/ [ˈɪgiːnˠ],v.,divert
igíonn,/ˈɪgiːɔnˠ/ [ˈɪgiːnˠ],v.,distract
iheosóir,/ˈɪheˌsˠoːiɾ/ [ˈɪhesˠoːɾ],nm.,mud
izeann,/ˈɪʒəunˠ/,v.,devote
ileaunn,/ˈɪlaʊnˠ/,nf.,princess
il,/ɪl/,nnt.,dimension
imhpfög,/ˈɪmʲpʲfʲøːg/,nf.,ice
iniunann,/ˈɪnʲʊŋanˠ/,v.,dial
ins,/ɪɲʃ/,nnt.,nation
ins,/ɪnʲʃ/,adj.,particular
insíonn,/ɪɲˈʃiːɔnˠ/ [ɪɲˈʃiːnˠ],v.,spank
insíonn,/ɪɲˈʃiːɔnˠ/ [ɪɲˈʃiːnˠ],v.,smack
insíonn,/ɪɲˈʃiːɔnˠ/ [ɪɲˈʃiːnˠ],v.,snap
in,/ɪɲ/,nnt.,gardener
inépín,/ˈɪɲeːpˠiːnʲ/,nm.,water
inín,/ˈɪnʲiːnʲ/,nm.,runner
iochán,/ˈɪxæːnʲ/,nm.,capacity
iocúteann,/ˈɪkuːˌtʲəunˠ/,v.,expand
iogéir,/ɪˈɟeːiɾ/ [ɪˈɟeːɾ],nm.,span
iomhpa,/ˈɪmˠpˠa/,adj.,elegant
ions,/ɪŋsˠ/,nnt.,east
iortúir,/ˈɪʁtˠuːiɾ/ [ˈɪʁtˠuːɾ],nm.,remains
ioróir,/ˈɪʁoːiɾ/ [ˈɪʁoːɾ],nm.,tail
iops,/ɪpˠsˠ/,nnt.,motif
irteueg,/ɪɾˈtʲɔʏg/,nf.,clinic
irtíonn,/ˈɪɾtʲiːɔnˠ/ [ˈɪɾtʲiːnˠ],v.,pause
ir,/ɪɾ/,adj.,coherent
ir,/ɪɾ/,pron.,we
iróir,/ɪˈɾoːiɾ/ [ɪˈɾoːɾ],nm.,factory
iuch,/ɪx/,nm.,climate
iudaíonn,/ˈɪdˠaˌiːɔnˠ/ [ˈɪdˠiːnˠ],v.,flirt
iudh,/ɪvˠ/,nm.,moisture
iudh,/ɪvˠ/,nm.,dew
iugaemh,/ˈɪɟamʲ/,nnt.,game
iugaemh,/ˈɪɟamʲ/,nnt.,sport
iug,/ɪɟ/,nm.,stump
iuzíonn,/ˈɪʦiːɔnˠ/ [ˈɪʦiːnˠ],v.,interpret
iul,/ɪɫ/,nnt.,scientist
iumm,/ɪmˠ/,nm.,place
iumm,/ɪmˠ/,nm.,venue
iunuesí,/ˈɪŋʊʃiː/,nf.,contact
iunsín,/ɪnˠˈsˠiːnʲ/,nm.,decade
iurdög,/ˈɪʁdˠøːg/,nf.,vegetable
iurd,/ɪʁdˠ/,adj.,medical
iut,/ɪtˠ/,adv.,again
iußaeueg,/ˈɪsˠɔʏg/,nf.,veranda
iste,/ˈɪʃtʲe/,nm.,process
iste,/ˈɪʃtʲe/,nm.,procedure
ist,/ɪʃtʲ/,nnt.,sword
is,/ɪʃ/,adj.,shiny
isíonn,/ˈɪʃiːɔnˠ/ [ˈɪʃiːnˠ],v.,decorate
isí,/ˈɪʃiː/,nf.,irony
i,/ɪ/,prep.,between
ipfeuig,/ˈɪpʲfʲɔʏg/,nf.,spot
ipög,/ˈɪpʲøːg/,nf.,bottle
ipt,/ɪpʲtʲ/,adj.,sincere
í,/iː/,prep.,in
í,/iː/,prep.,into
í,/iː/,pron.,I (fem)
zaifeaíonn,/ˈʦafʲaˌiːɔnˠ/ [ˈʦafʲiːnˠ],v.,consult
zaiann,/ʦɪnˠ/,nnt.,athlete
zainíonn,/ʦaˈnʲiːɔnˠ/ [ʦaˈnʲiːnˠ],v.,dig
zainíonn,/ʦaˈnʲiːɔnˠ/ [ʦaˈnʲiːnˠ],v.,scoop
zaiste,/ˈʦɪʃtʲe/,nm.,child (son or daughter of any age)
zaistíonn,/ˈʦɪʃtʲiːɔnˠ/ [ˈʦɪʃtʲiːnˠ],v.,put (cause to be)
zai,/ʦɪ/,nnt.,trunk (large box)
zaechteipf,/ˈʦeçtʲaɪ̯pʲfʲ/,nnt.,device
zaechteipf,/ˈʦeçtʲaɪ̯pʲfʲ/,nnt.,appliance
zaechteipf,/ˈʦeçtʲaɪ̯pʲfʲ/,nnt.,equipment
zaechteipf,/ˈʦeçtʲaɪ̯pʲfʲ/,nnt.,gadget
zaechtúir,/ˈʦaçtʲuːiɾ/ [ˈʦaçtʲuːɾ],nm.,repetition
zaegeann,/ʦeˈgəunˠ/,v.,retrieve
zaegeann,/ʦeˈgəunˠ/,v.,fetch
zaegeann,/ʦeˈgəunˠ/,v.,recover
zaemhög,/ʦeˈmʲøːg/,nf.,vinegar
zaeuroeueg,/ʦeˈʁɔʏg/,nf.,success
zaesteann,/ʦaʃˈtʲəunˠ/,v.,fall
zaesteann,/ʦaʃˈtʲəunˠ/,v.,drop
zaesteann,/ʦaʃˈtʲəunˠ/,v.,collapse
zaesteann,/ʦaʃˈtʲəunˠ/,v.,dive
zaesteann,/ʦaʃˈtʲəunˠ/,v.,tumble
zaesteann,/ʦaʃˈtʲəunˠ/,v.,stumble
zann,/ʦanˠ/,v.,nod
zarzúir,/ˈʦaʁʦuːiɾ/ [ˈʦaʁʦuːɾ],nm.,mosquito
zaunn,/ʦaʊ̯nˠ/,adj.,silent
zaunsaíonn,/ˈʦaʊ̯nˠsˠaˌiːɔnˠ/ [ˈʦaʊ̯nˠsˠiːnˠ],v.,yell
zaunsaíonn,/ˈʦaʊ̯nˠsˠaˌiːɔnˠ/ [ˈʦaʊ̯nˠsˠiːnˠ],v.,exclaim
zaunsaíonn,/ˈʦaʊ̯nˠsˠaˌiːɔnˠ/ [ˈʦaʊ̯nˠsˠiːnˠ],v.,proclaim
zau,/ʦaʊ̯/,nnt.,knob
za,/ʦa/,nnt.,tin
zaíonn,/ˈʦaiːɔnˠ/ [ʦiːnˠ],v.,can
zäch,/ʦɛːç/,nnt.,second (time)
zäzuallín,/ˈʦɛːʦuə̯liːnʲ/,nf.,napkin
zänög,/ˈʦɛːɲøːg/,nf.,bone
zä,/ʦɛː/,adj.,proud
zoillín,/ʦɔˈliːnʲ/,nf.,professor
zoegíonn,/ˈʦegiːɔnˠ/ [ˈʦegiːnˠ],v.,kiss
zoei,/ʦaɪ̯/,nnt.,compost
zoei,/ʦaɪ̯/,nnt.,fertilizer
zoeneann,/ʦeˈɲəunˠ/,v.,like
zoeopfann,/ˈʦepˠfˠanˠ/,v.,recycle
zoepír,/ʦɔˈpʲiːɾ/,nf.,beauty
zopsaíonn,/ˈʦɔpˠsˠaˌiːɔnˠ/ [ˈʦɔpˠsˠiːnˠ],v.,stain
zopúir,/ˈʦɔpˠuːiɾ/ [ˈʦɔpˠuːɾ],nm.,electron
zölliaunn,/ʦøːˈlaʊnˠ/,nf.,catalog
zöleann,/ʦøːˈləunˠ/,v.,spectate
zörtög,/ʦøːɾˈtʲøːg/,nf.,kitchen
zuasí,/ˈʦuə̯ʃiː/,nf.,mattress
zuiblleoraíonn,/ˈʦɪbʲleˌʁaiːɔnˠ/ [ˈʦɪbʲleʁiːnˠ],v.,matter
zueaf,/ʦefˠ/,nm.,environment (natural world)
zuellín,/ʦeˈliːnʲ/,nf.,wife
zunúir,/ˈʦʊnˠuːiɾ/ [ˈʦʊnˠuːɾ],nm.,nephew
zut,/ʦʊtˠ/,nnt.,sex
zu,/ʦʊ/,prep.,to
züz,/ʦʏːʦ/,nnt.,barrel
zürtög,/ˈʦʏːɾtʲøːg/,nf.,maximum
záfeann,/ˈʦæːfʲəunˠ/,v.,enforce
zá,/ʦæː/,adj.,sensible
zápsúir,/ˈʦæːpʲʃuːiɾ/ [ˈʦæːpʲʃuːɾ],nm.,pest
zédzúir,/ˈʦeːdˠʦuːiɾ/ [ˈʦeːdˠʦuːɾ],nm.,public
zéi,/ʦeː/,pron.,they (fem)
zéng,/ʦeːŋ/,nnt.,jacket
zéns,/ʦeːɲʃ/,nnt.,tongue
zén,/ʦeːɲ/,adj.,scared
zén,/ʦeːɲ/,adj.,afraid
zén,/ʦeːɲ/,adj.,nervous
zén,/ʦeːɲ/,adj.,anxious
zíg,/ʦiːg/,nm.,lizard
zígíonn,/ˈʦiːgiːɔnˠ/ [ˈʦiːgiːnˠ],v.,faint
zízóir,/ʦiːˈʒoːiɾ/ [ʦiːˈʒoːɾ],nm.,trailer
zíonn,/ˈʦiːɔnˠ/ [ʦiːnˠ],v.,call (cry out)
zí,/ʦiː/,pron.,they (masc)
zóf,/ʦoːfˠ/,nnt.,plantation
zófést,/ʦoːˈfʲeːʃtʲ/,nnt.,nickname
zó,/ʦoː/,adj.,best
zúzán,/ʦuːˈʦæːnʲ/,nm.,painting
zúlín,/ˈʦuːliːnʲ/,nf.,wall
zúlín,/ˈʦuːliːnʲ/,nf.,barrier
zúlín,/ˈʦuːliːnʲ/,nf.,hurdle
lainsíonn,/ˈɫaɲʃiːɔnˠ/ [ˈɫaɲʃiːnˠ],v.,fire (from job)
lairög,/ɫaˈɾøːg/,nf.,tax
lairög,/ɫaˈɾøːg/,nf.,tariff
laiupau,/ˈɫɪpˠaʊ̯/,adj.,angry
laiupau,/ˈɫɪpˠaʊ̯/,adj.,mad
laebheann,/ɫeˈvʲəunˠ/,v.,postpone
laeichír,/ɫaɪ̯ˈxiːɾ/,nf.,item
