Untitled,Pronunciation,Part of speech,English
clích,/cliːx/,adj.,other
clích,/cliːx/,adj.,new
clích,/cliːx/,adj.,spare
clígíonn,/cliːˈgiːɔnˠ/ [ˈcliːgiːnˠ],v.,investigate
clígíonn,/cliːˈgiːɔnˠ/ [ˈcliːgiːnˠ],v.,inspect
clígíonn,/cliːˈgiːɔnˠ/ [ˈcliːgiːnˠ],v.,scrutinize
clímhán,/ˈkɫiːmʲæːnʲ/,nm.,wave (ocean)
clíristíonn,/ˌcliːɾɪʃˈtʲiːɔnˠ/ [cliːˈɾɪʃtʲiːnˠ],v.,turn on
clót,/cloːtˠ/,adj.,backward
cló,/kɫoː/,adv.,when
clúmásíonn,/ˌkɫuːmʲæːˈʃiːɔnˠ/ [kɫuːˈmʲæːʃiːnˠ],v.,mix
clúmásíonn,/ˌkɫuːmʲæːˈʃiːɔnˠ/ [kɫuːˈmʲæːʃiːnˠ],v.,blend
clúnín,/ˈkɫuːŋiːnʲ/,nm.,reactor
clúst,/cluːsˠtˠ/,adj.,unique
clút,/kɫuːtʲ/,adj.,absurd
clú,/cluː/,nnt.,saddle
ceaf,/cafˠ/,nnt.,paper
ceac,/cəu̯k/,nm.,fabric
ceac,/cəu̯k/,nm.,textile
ceairt,/caɾtʲ/,prep.,throughout
ceaeníonn,/caˈnʲiːɔnˠ/ [ˈcanʲiːnˠ],v.,try (attempt)
ceaeníonn,/caˈnʲiːɔnˠ/ [ˈcanʲiːnˠ],v.,attempt
ceaestír,/ˈcaʃtʲiːɾ/,nf.,jewel
ceaestír,/ˈcaʃtʲiːɾ/,nf.,gem
ceann,/cəu̯nˠ/,adj.,whole
ceann,/cəu̯nˠ/,adj.,entire
ceardann,/ˈcəu̯ʁdˠanˠ/,v.,enrich
ceautoi,/ˈcaʊ̯tˠɪ/,nnt.,niche
ceau,/caʊ̯/,nnt.,crime
ceau,/caʊ̯/,nnt.,felony
ceastög,/ˈcasˠtˠøːg/,nf.,sweetheart
ceatín,/ˈcatˠiːnʲ/,nm.,disease
ceatín,/ˈcatˠiːnʲ/,nm.,plague
ceatín,/ˈcatˠiːnʲ/,nm.,virus
cegíonn,/ceˈgiːɔnˠ/ [ˈcegiːnˠ],nf.,hunter
cegíonn,/ceˈgiːɔnˠ/ [ˈcegiːnˠ],v.,hunt
ceiliaunn,/caɪ̯ˈlaʊnˠ/,nf.,post
cemh,/cemʲ/,nnt.,prize
cemh,/cemʲ/,nnt.,award
cemh,/cemʲ/,nnt.,trophy
cemh,/cemʲ/,nnt.,souvenir
cenf,/cenʲfʲ/,nnt.,revenge
ceoidh,/cɔvʲ/,nnt.,manual
ceoegíonn,/cɔˈgiːɔnˠ/ [ˈcɔgiːnˠ],v.,illustrate
ceonann,/ˈcɔŋanˠ/,v.,impress
ceotéir,/ceˈtˠeːiɾ/ [ˈcetˠeːɾ],nm.,well
ceotéir,/ceˈtˠeːiɾ/ [ˈcetˠeːɾ],nm.,reservoir
ceuaíonn,/cuə̯ˈiːɔnˠ/ [ˈcuə̯iːnˠ],v.,fill
ceuidülloeas,/cʊˈdʲʏːɫəu̯ʃ/,adj.,patient
ceuibhíonn,/cʊˈvʲiːɔnˠ/ [ˈcʊvʲiːnˠ],v.,drag
ceuibhíonn,/cʊˈvʲiːɔnˠ/ [ˈcʊvʲiːnˠ],v.,tow
ceuibhíonn,/cʊˈvʲiːɔnˠ/ [ˈcʊvʲiːnˠ],v.,draw
ceulleaunn,/cɔʏ̯ˈlaʊnˠ/,nf.,bird
ceuelis,/ˈcʊlɪʃ/,nnt.,fluke
ceuelleann,/cʊˈləunˠ/,v.,strive
ceuem,/cʊmʲ/,adj.,round
ceumm,/cemˠ/,nm.,museum
ceunaeuig,/cʊˈŋɔʏg/,nf.,span
ceustaíonn,/ˌcesˠtˠaˈiːɔnˠ/ [ˈcesˠtˠiːnˠ],v.,expose
ceuíonn,/cɔʏ̯ˈiːɔnˠ/ [ˈcɔʏ̯iːnˠ],v.,perch
cepteann,/cepʲˈtʲəunˠ/,v.,retrieve
cepteann,/cepʲˈtʲəunˠ/,v.,bring back
cepteann,/cepʲˈtʲəunˠ/,v.,fetch
cepteann,/cepʲˈtʲəunˠ/,v.,recover
coichtán,/ˈkɔçtʲæːnʲ/,nm.,garbage
coichtán,/ˈkɔçtʲæːnʲ/,nm.,trash
coichtán,/ˈkɔçtʲæːnʲ/,nm.,rubbish
coichtán,/ˈkɔçtʲæːnʲ/,nm.,rubble
coichtán,/ˈkɔçtʲæːnʲ/,nm.,debris
coibh,/kɔvʲ/,pron.,none
coechín,/ˈkɔçiːnʲ/,nm.,layer
coechín,/ˈkɔçiːnʲ/,nm.,sheet
coeazán,/ˈkeʦæːnʲ/,nm.,incident
coebrianann,/kɔˈbʲɾɪŋanˠ/,v.,rub
coebrianann,/kɔˈbʲɾɪŋanˠ/,v.,wipe
coei,/kaɪ̯/,det.,what
coeißónaíonn,/kaɪ̯sˠˌsˠoːnˠaˈiːɔnˠ/ [kaɪ̯sˠˈsˠoːnˠiːnˠ],v.,commute
coellín,/ˈkeliːnʲ/,nf.,court (of law)
coenéir,/keˈɲeːiɾ/ [ˈkeɲeːɾ],nm.,joke
coeublístíonn,/ˌkebˠɫiːʃˈtʲiːɔnˠ/ [kebˠˈɫiːʃtʲiːnˠ],v.,emit
coeste,/ˈkɔʃtʲe/,nm.,citadel
coeps,/kepʲʃ/,nnt.,statistic
compóps,/ˈkɔmˠpˠoːpʲʃ/,nnt.,salad
cord,/kɔʁdˠ/,adj.,awkward
coíonn,/kɔˈiːɔnˠ/ [kiːnˠ],v.,haunt
copfaíonn,/ˌkɔpˠfˠaˈiːɔnˠ/ [ˈkɔpˠfˠiːnˠ],v.,advance
copfaíonn,/ˌkɔpˠfˠaˈiːɔnˠ/ [ˈkɔpˠfˠiːnˠ],v.,promote
copfaíonn,/ˌkɔpˠfˠaˈiːɔnˠ/ [ˈkɔpˠfˠiːnˠ],v.,advocate
copann,/ˈkɔpˠanˠ/,v.,hug
copann,/ˈkɔpˠanˠ/,v.,cuddle
copann,/ˈkɔpˠanˠ/,v.,huddle
cöcheanaíonn,/køːˌçanˠaˈiːɔnˠ/ [køːˈçanˠiːnˠ],v.,ignore
cöcheanaíonn,/køːˌçanˠaˈiːɔnˠ/ [køːˈçanˠiːnˠ],v.,overlook
cöch,/køːç/,adj.,skinny
cödzír,/ˈkøːdʲʒiːɾ/,nf.,fear
cögúir,/køːˈɟuːiɾ/ [ˈkøːɟuːɾ],nm.,microscope
cözóriailiaunn,/køːˌʦoːɾaˈlaʊnˠ/,nf.,palace
cöllín,/ˈkøːliːnʲ/,nf.,glory
cöllín,/ˈkøːliːnʲ/,nf.,honor
cönsheit,/køːŋsˠˈhaɪtʲ/,nnt.,moisture
cöns,/køːŋsˠ/,adj.,wet
cöns,/køːŋsˠ/,adj.,damp
cöns,/køːŋsˠ/,adj.,moist
cöteann,/køːˈtʲəunˠ/,v.,bribe
cö,/cøː/,nnt.,window
cö,/cøː/,nnt.,nostril
crach,/kʁax/,nm.,capital (city)
crazúir,/kʁaˈʦuːiɾ/ [ˈkʁaʦuːɾ],nm.,photon
craelleaunn,/kʁaˈlaʊnˠ/,nf.,hag (old woman)
crae,/kʁe/,prep.,without
cratha,/ˈkʁatˠha/,nnt.,farmer
cra,/kʁa/,nnt.,field
cra,/kʁa/,nnt.,farm
cra,/kʁa/,nnt.,pasture
crädzaíonn,/ˌkʁɛːdˠʦaˈiːɔnˠ/ [ˈkʁɛːdˠʦiːnˠ],nnt.,author
crädzaíonn,/ˌkʁɛːdˠʦaˈiːɔnˠ/ [ˈkʁɛːdˠʦiːnˠ],nnt.,writer
crädzaíonn,/ˌkʁɛːdˠʦaˈiːɔnˠ/ [ˈkʁɛːdˠʦiːnˠ],v.,write
crädzaíonn,/ˌkʁɛːdˠʦaˈiːɔnˠ/ [ˈkʁɛːdˠʦiːnˠ],v.,draw
crärúir,/cɾɛːˈʁuːiɾ/ [ˈcɾɛːʁuːɾ],nm.,tail
crärúir,/cɾɛːˈʁuːiɾ/ [ˈcɾɛːʁuːɾ],nm.,ass (slang)
crä,/cɾɛː/,adj.,common
crä,/cɾɛː/,adj.,frequent
cräptög,/ˈcɾɛːpʲtʲøːg/,nf.,teenager
cräptög,/ˈcɾɛːpʲtʲøːg/,nf.,adolescent
crileaunn,/cɾɪˈlaʊnˠ/,nf.,shuttle
criofír,/ˈcɾɪfˠiːɾ/,nf.,dream
criodh,/cɾɪvˠ/,nm.,island
crioineuig,/cɾɔˈɲɔʏg/,nf.,broth
criollzéir,/cɾɔɫˈʦeːiɾ/ [ˈcɾɔɫʦeːɾ],nm.,hobby
crionn,/ˈcɾɪɔnˠ/,v.,protect
crionn,/ˈcɾɪɔnˠ/,v.,secure
criotuens,/ˈcɾɔtˠeɲʃ/,adj.,permanent
criufán,/ˈcɾɪfˠæːnʲ/,nm.,grid
criufír,/ˈcɾɪfˠiːɾ/,v.,dream
criull,/cɾʊɫ/,nm.,diameter
criuenseuig,/cɾʊnʲˈʃɔʏg/,nf.,queen
cripf,/cɾɪpʲfʲ/,nnt.,bastard
creacht,/cɾaxtˠ/,nm.,piano
creard,/cɾeʁdˠ/,adj.,excellent
creard,/cɾeʁdˠ/,adj.,fantastic
creard,/cɾeʁdˠ/,adj.,wonderful
creard,/cɾeʁdˠ/,adj.,fabulous
creard,/cɾeʁdˠ/,adj.,terrific
creard,/cɾeʁdˠ/,adj.,superb
creard,/cɾeʁdˠ/,adj.,amazing
creastíonn,/cɾəu̯ʃˈtʲiːɔnˠ/ [ˈcɾəu̯ʃtʲiːnˠ],v.,bid
creatír,/ˈcɾatˠiːɾ/,nf.,militia
creapt,/cɾəu̯pʲtʲ/,interj.,hello
creapt,/cɾəu̯pʲtʲ/,interj.,goodbye
creidzaíonn,/ˌcɾaɪ̯dˠʦaˈiːɔnˠ/ [ˈcɾaɪ̯dˠʦiːnˠ],v.,remember
cren,/cɾeɲ/,pron.,something
creoitóir,/cɾɔˈtʲoːiɾ/ [ˈcɾɔtʲoːɾ],nm.,bank (river)
creoíonn,/cɾɔˈiːɔnˠ/ [cɾiːnˠ],v.,frown
creua,/cɾuə̯/,conj.,that
creunf,/cɾɔʏ̯nˠfˠ/,nnt.,partner
creunf,/cɾɔʏ̯nˠfˠ/,nnt.,spouse
creu,/cɾʊ/,adj.,stubborn
croibheuig,/kʁɔˈvʲɔʏg/,nf.,mill
croirlealéir,/ˌkʁɪɾləu̯ˈleːiɾ/ [kʁɪˈɾləu̯leːɾ],nm.,acid
crois,/kʁɔʃ/,prep.,by (using the means of)
crois,/kʁɔʃ/,prep.,by (using a route)
croeirlófín,/kʁaɪ̯ˈɾloːfʲiːnʲ/,nm.,radar
crorzír,/ˈkʁɔʁʦiːɾ/,nf.,drought
cro,/kʁɔ/,adj.,soft
cruaneann,/kʁuə̯ˈnʲəunˠ/,v.,claim
cruaneann,/kʁuə̯ˈnʲəunˠ/,v.,allege
cruim,/kʁɪmʲ/,nnt.,credit (of money)
crulán,/ˈkʁʊɫæːnʲ/,nm.,gum
crunaíonn,/ˌkʁʊŋaˈiːɔnˠ/ [ˈkʁʊŋiːnˠ],v.,muffle
crunn,/kʁʊnˠ/,adj.,handsome
crurzann,/ˈkʁʊʁʦanˠ/,v.,fry
crurzann,/ˈkʁʊʁʦanˠ/,v.,simmer
crülliaunn,/kʁʏːˈlaʊnˠ/,nf.,dam
crün,/kʁʏːnʲ/,pron.,someone
crün,/kʁʏːnʲ/,pron.,somebody
crütír,/ˈcɾʏːtʲiːɾ/,nf.,bead
crü,/kʁʏː/,nnt.,cliff
crüíonn,/kʁʏːˈiːɔnˠ/ [ˈkʁʏːiːnˠ],v.,mutate
cráclönaíonn,/cɾæːˌcløːnˠaˈiːɔnˠ/ [cɾæːˈcløːnˠiːnˠ],v.,feed
cránaíonn,/ˌkʁæːnˠaˈiːɔnˠ/ [ˈkʁæːnˠiːnˠ],v.,involve
cránaíonn,/ˌkʁæːnˠaˈiːɔnˠ/ [ˈkʁæːnˠiːnˠ],v.,entail
crá,/cɾæː/,adj.,pink
crésoeifán,/kʁeːˈsˠaɪ̯fʲæːnʲ/,nm.,soup
críann,/ˈcɾiːanˠ/ [cɾiːnˠ],v.,animate
críis,/ˈcɾiːɪʃ/ [cɾiːʃ],adj.,national
crízaíonn,/ˌcɾiːʦaˈiːɔnˠ/ [ˈcɾiːʦiːnˠ],v.,breathe
críl,/kʁiːɫ/,nm.,condition (requirement, stipulation)
crí,/cɾiː/,nnt.,nation
críp,/cɾiːpˠ/,nm.,nerve
cróch,/kʁoːx/,nm.,animal
cróch,/kʁoːx/,nm.,beast
cróch,/kʁoːx/,nm.,creature
cróch,/kʁoːx/,nm.,organism
cróch buíonn,/kʁoːx bˠʊˈiːɔnˠ/ [kʁoːx bˠiːnˠ],nm.,wildlife
cródae,/ˈkʁoːdˠe/,nnt.,barrier
cródae,/ˈkʁoːdˠe/,nnt.,hurdle
cródzéir,/cɾoːdˠˈʦeːiɾ/ [ˈcɾoːdˠʦeːɾ],nm.,chime
crózeiróleaunn,/kʁoːˌʒaɪ̯ɾoːˈlaʊnˠ/,nf.,crab
crón,/cɾoːɲ/,nnt.,fund
cróstionn,/cɾoːʃˈtʲɪɔnˠ/,v.,thank
cróstionn,/cɾoːʃˈtʲɪɔnˠ/,v.,praise
cróp,/cɾoːpˠ/,nm.,flaw
cróp,/cɾoːpˠ/,nm.,defect
cróp,/cɾoːpˠ/,nm.,scar
crúgueríonn,/ˌcɾuːɟʊˈɾiːɔnˠ/ [cɾuːˈɟʊɾiːnˠ],adj.,drunk (inebriated)
crúl,/cɾuːɫ/,nm.,bullet
crúnaíonn,/ˌcɾuːnˠaˈiːɔnˠ/ [ˈcɾuːnˠiːnˠ],v.,surrender
crúnaíonn,/ˌcɾuːnˠaˈiːɔnˠ/ [ˈcɾuːnˠiːnˠ],v.,give up
crú,/cɾuː/,nnt.,fox
cuamhpfann,/ˈkuə̯mˠpˠfˠanˠ/,v.,invade
cuiarmhaet,/ˈkɪʁmˠatʲ/,nnt.,trail
cuioß,/kɪsˠsˠ/,nnt.,habit
cuioß,/kɪsˠsˠ/,nnt.,custom
cuioß,/kɪsˠsˠ/,nnt.,tradition
cuirdírlü,/kɪɾˈdʲiːɾɫʏ/,adj.,central
cuirdír,/ˈkɪɾdʲiːɾ/,nf.,center
cuirdír,/ˈkɪɾdʲiːɾ/,nf.,core
cuirdír,/ˈkɪɾdʲiːɾ/,nf.,nucleus
cueclechteann,/ˌkʊcleçˈtʲəunˠ/,v.,fit
cueclechteann,/ˌkʊcleçˈtʲəunˠ/,v.,apply
cue,/ke/,adj.,blind
cunf,/kʊnˠfˠ/,nnt.,glove
cüd,/kʏːdˠ/,nm.,electron
cüd,/cʏːdˠ/,nm.,container
cübhéir,/cʏːˈvˠeːiɾ/ [ˈcʏːweːɾ],nm.,massacre
cübhéir,/cʏːˈvˠeːiɾ/ [ˈcʏːweːɾ],nm.,genocide
cünann,/ˈkʏːŋanˠ/,v.,throw
cünann,/ˈkʏːŋanˠ/,v.,hurl
cünann,/ˈkʏːŋanˠ/,v.,fling
cünann,/ˈkʏːŋanˠ/,v.,shoot
cünann,/ˈkʏːŋanˠ/,v.,fire (detonate weapon)
cüíonn,/kʏːˈiːɔnˠ/ [ˈkʏːiːnˠ],v.,crumble
cábh,/cæːvˠ/,nm.,fan
cánéir,/cæːˈɲeːiɾ/ [ˈcæːɲeːɾ],nm.,wolf
cár,/cæːʁ/ [cə],adj.,alone
cásí,/ˈkæːʃiː/,nf.,gauge
cásí,/ˈcæːʃiː/,nf.,date
cá,/cæː/,nnt.,show (performance)
céfíonn,/keːˈfʲiːɔnˠ/ [ˈkeːfʲiːnˠ],v.,massage
cénaíonn,/ˌceːŋaˈiːɔnˠ/ [ˈceːŋiːnˠ],v.,release
cénaíonn,/ˌceːŋaˈiːɔnˠ/ [ˈceːŋiːnˠ],v.,let go
cénaíonn,/ˌceːŋaˈiːɔnˠ/ [ˈceːŋiːnˠ],v.,let out
cénaíonn,/ˌceːŋaˈiːɔnˠ/ [ˈceːŋiːnˠ],v.,dismiss
cén,/ceːɲ/,nnt.,tribe
cén,/ceːɲ/,nnt.,kin
cénéir,/keːˈŋeːiɾ/ [ˈkeːŋeːɾ],nm.,ass
céraíonn,/ˌceːʁaˈiːɔnˠ/ [ˈceːʁiːnˠ],v.,amuse
céraíonn,/ˌceːʁaˈiːɔnˠ/ [ˈceːʁiːnˠ],v.,charm
cérzíonn,/ceːɾˈʒiːɔnˠ/ [ˈceːɾʒiːnˠ],v.,hop
céslü,/ˈkeːsˠɫʏ/,adj.,high
céslü scoin,/ˈkeːsˠɫʏ sˠkɔnʲ/,nnt.,thigh
cétúß,/ˈkeːtʲuːsˠ/,nm.,stitch
cé,/ceː/,nnt.,dot
cé,/ceː/,nnt.,spot
céß,/keːsˠ/,nnt.,height
céß,/keːsˠ/,nnt.,altitude
cíllín,/ˈkiːliːnʲ/,nf.,space (empty area)
cíllín,/ˈkiːliːnʲ/,nf.,room (space)
cíonn,/ˈkiːɔnˠ/ [kiːnˠ],v.,relax
cí,/ciː/,adj.,corrupt
cí,/kiː/,nnt.,muscle
cóz,/koːʦ/,nnt.,fur
cóz,/koːʦ/,nnt.,mane
cólliuißeann,/ˌcoːlʊˈʃəunˠ/,v.,check
cólliuißeann,/ˌcoːlʊˈʃəunˠ/,v.,examine
cólliuißeann,/ˌcoːlʊˈʃəunˠ/,v.,confirm
cóllécheueg,/ˌcoːleːˈçɔʏg/,nf.,molecule
cóllín,/ˈcoːliːnʲ/,nf.,concrete
cónaíonn,/ˌcoːnˠaˈiːɔnˠ/ [ˈcoːnˠiːnˠ],v.,cram
cónaíonn,/ˌcoːnˠaˈiːɔnˠ/ [ˈcoːnˠiːnˠ],v.,jam
cónaíonn,/ˌcoːnˠaˈiːɔnˠ/ [ˈcoːnˠiːnˠ],v.,squeeze
córaíonn,/ˌkoːʁaˈiːɔnˠ/ [ˈkoːʁiːnˠ],v.,wake
córaíonn,/ˌkoːʁaˈiːɔnˠ/ [ˈkoːʁiːnˠ],v.,wake up
córaíonn,/ˌkoːʁaˈiːɔnˠ/ [ˈkoːʁiːnˠ],v.,get up
cós,/coːʃ/,nnt.,rock
cós,/coːʃ/,nnt.,stone
cós,/coːʃ/,nnt.,mountain
cós,/coːʃ/,nnt.,metal
có,/koː/,nnt.,whip
cópsög,/ˈcoːpˠsˠøːg/,nf.,size
cópsög,/ˈcoːpˠsˠøːg/,nf.,range
cópsög,/ˈcoːpˠsˠøːg/,nf.,extent
cúchómhaud,/ˌcuːxoːˈmˠaʊdˠ/,nnt.,mansion
cúchómm,/ˈcuːxoːmˠ/,nm.,house
cúchómm,/ˈcuːxoːmˠ/,nm.,tribe
cúdeucht,/ˈkuːdʲextˠ/,nnt.,orbit
cúliaunn,/cuːˈlaʊnˠ/,nf.,friction
cúlliaunn,/kuːˈlaʊnˠ/,nf.,archipelago
cúnír,/ˈcuːŋiːɾ/,nf.,mother
cúnír baiubhéir,/ˈcuːŋiːɾ bˠɪˈvˠeːiɾ/ [ˈcuːŋiːɾ ˈbˠɪweːɾ],nm.,ocean
cú,/kuː/,adj.,slow
dailín,/ˈdˠɪliːnʲ/,nf.,belt
dailín,/ˈdˠɪliːnʲ/,nf.,strap
dair,/dˠaɾ/,nnt.,surface
dair,/dˠaɾ/,nnt.,skin
daiunög,/ˈdˠɪnˠøːg/,nf.,offspring
daeann,/dˠenˠ/,adj.,loyal
daen,/dˠeɲ/,adj.,easy
daen,/dˠeɲ/,adj.,simple
daesí,/ˈdˠaʃiː/,nf.,mammal
dae,/dˠe/,nnt.,proton
daoibh,/ˈdʲɔɪvʲ/,pron.,to y'all
daoibh,/ˈdʲɔɪvʲ/,pron.,to you all (masc)
daoimh,/ˈdʲɔɪvʲ/,pron.,to y'all
daoimh,/ˈdʲɔɪvʲ/,pron.,to you all (fem)
dauz,/ˈdˠaʊʦ/,pron.,that
dauíonn,/dˠaʊ̯ˈiːɔnˠ/ [ˈdˠaʊ̯iːnˠ],v.,arouse
da,/dˠaː/,pron.,you
da,/dˠa/,adj.,rough
dägán,/ˈdʲɛːɟæːnʲ/,nm.,edge
dägán,/ˈdʲɛːɟæːnʲ/,nm.,shore
dägán,/ˈdʲɛːɟæːnʲ/,nm.,coast
dägán,/ˈdʲɛːɟæːnʲ/,nm.,rib
dägán,/ˈdʲɛːɟæːnʲ/,nm.,border
dägán,/ˈdʲɛːɟæːnʲ/,nm.,boundary
däzaíonn,/ˌdʲɛːʦaˈiːɔnˠ/ [ˈdʲɛːʦiːnˠ],v.,escape
däzaíonn,/ˌdʲɛːʦaˈiːɔnˠ/ [ˈdʲɛːʦiːnˠ],v.,flee
dänaíonn,/ˌdʲɛːnˠaˈiːɔnˠ/ [ˈdʲɛːnˠiːnˠ],v.,circulate
dä,/dʲɛː/,nnt.,clock
dhez,/vʲeʒ/,pron.,whomst
dher,/vʲeɾ/,pron.,whose
diaf,/dʲafˠ/,nm.,taxi
diaf,/dʲafˠ/,nm.,cab
diachann,/ˈdʲaxanˠ/,nm.,respect
diachann,/ˈdʲaxanˠ/,v.,respect
diachann,/ˈdʲaxanˠ/,v.,worship
diagallzann,/dʲaˈɟaɫʦanˠ/,v.,suspect
diagallzann,/dʲaˈɟaɫʦanˠ/,v.,assume
diagallzann,/dʲaˈɟaɫʦanˠ/,v.,presume
diagallzanú,/ˌdʲaɟaɫˈʦanˠuː/,adj.,suspicious
dianaíonn,/ˌdʲanˠaˈiːɔnˠ/ [ˈdʲanˠiːnˠ],v.,complicate
dianúir,/dʲɪˈŋuːiɾ/ [ˈdʲɪŋuːɾ],nm.,veteran
dianúir,/dʲɪˈŋuːiɾ/ [ˈdʲɪŋuːɾ],nm.,guerrilla
diaupíonn,/dʲaʊ̯ˈpʲiːɔnˠ/ [ˈdʲaʊ̯pʲiːnˠ],v.,forge
diasínis,/dʲaˈsˠiːnʲɪʃ/,adj.,political
diasín,/ˈdʲasˠiːnʲ/,nnt.,politician
dia,/dʲa/,nnt.,drill
diz,/dʲɪʒ/,pron.,those
dioelín,/ˈdʲɔliːnʲ/,nf.,effort
diunaíonn,/ˌdʲʊŋaˈiːɔnˠ/ [ˈdʲʊŋiːnˠ],v.,sneeze
diuns,/dʲɪnˠsˠ/,adj.,large
diutäpeann,/ˌdʲʊtˠɛːˈpʲəunˠ/,v.,learn
diu,/dʲʊ/,nnt.,pocket
deaemhpfíonn,/dʲamʲpʲˈfʲiːɔnˠ/ [ˈdʲamʲpʲfʲiːnˠ],v.,touch
deaemhpfíonn,/dʲamʲpʲˈfʲiːɔnˠ/ [ˈdʲamʲpʲfʲiːnˠ],v.,feel (sense by touch)
deaenfán,/ˈdʲanʲfʲæːnʲ/,nm.,morning
deanaíonú,/dʲaˌnˠaiːˈɔnˠuː/ [dʲaˈnˠiːnˠuː],adj.,complex
deang,/dʲaŋ/,nnt.,interest (curiosity, concern)
deasín,/ˈdʲasˠiːnʲ/,nm.,politics
deap,/dʲepˠ/,nm.,treason
degír,/ˈdʲegiːɾ/,nf.,axe
deich,/ˈdʲaɪç/,pron.,your
deich,/ˈdʲaɪç/,pron.,yours
deineann,/dʲaɪ̯ˈnʲəunˠ/,v.,publish
deins,/dʲaɪ̯ŋsˠ/,nnt.,battery
deiíonn,/dʲaɪ̯ˈiːɔnˠ/ [ˈdʲaɪ̯iːnˠ],v.,charge
dezög,/ˈdʲeʒøːg/,nf.,prototype
den,/dʲenʲ/,det.,of the
den,/dʲenʲ/,det.,of the
den,/dʲenʲ/,det.,of the
den,/dʲenʲ/,det.,of the
den,/dʲenʲ/,det.,the
deoin,/dʲɔnʲ/,nnt.,hose
deoin,/dʲɔnʲ/,nnt.,pipe
deoipsír,/ˈdʲɔpʲʃiːɾ/,nf.,clay
deonn,/dʲɔnˠ/,nnt.,cabbage
deonséir,/dʲenˠˈsˠeːiɾ/ [ˈdʲenˠsˠeːɾ],nm.,heaven
deonséir,/dʲenˠˈsˠeːiɾ/ [ˈdʲenˠsˠeːɾ],nm.,paradise
deotír,/ˈdʲɔtˠiːɾ/,nf.,empire
deo,/dʲɔ/,prep.,over
der,/dʲeɾ/,det.,the
der,/dʲeɾ/,det.,the
der,/dʲeɾ/,det.,of the
deubardaíonn,/dʲʊˌbˠaʁdˠaˈiːɔnˠ/ [dʲʊˈbˠaʁdˠiːnˠ],v.,vary
deuiteann,/dʲʊˈtʲəunˠ/,v.,convert
deuiteann,/dʲʊˈtʲəunˠ/,v.,adapt
deuiteann,/dʲʊˈtʲəunˠ/,v.,translate
deul,/dʲeɫ/,nm.,chemical
deuíonn,/dʲɔʏ̯ˈiːɔnˠ/ [ˈdʲɔʏ̯iːnˠ],v.,show off
desʲ,/dʲesʲ/,det.,of the
de,/dʲe/,det.,the
doiurz,/dˠɪʁʦ/,adj.,normal
doiurz,/dˠɪʁʦ/,adj.,regular
doeons,/dˠeŋsˠ/,nnt.,egg
dönaíonn,/ˌdʲøːnˠaˈiːɔnˠ/ [ˈdʲøːnˠiːnˠ],v.,assassinate
dö,/dʲøː/,nnt.,assassin
drais,/dˠʁɪʃ/,nnt.,basil
draeull,/dˠʁeɫ/,adj.,close
draeull,/dˠʁeɫ/,adj.,dense
draeull,/dˠʁeɫ/,adj.,accurate
draeull,/dˠʁeɫ/,adj.,intimate
dranaíonn,/ˌdˠʁanˠaˈiːɔnˠ/ [ˈdˠʁanˠiːnˠ],v.,work (have desired result)
drauz,/dˠʁaʊ̯ʒ/,nnt.,spur
draunír,/ˈdˠʁaʊ̯ŋiːɾ/,nf.,contract
dra,/dˠʁa/,adj.,social
dräfeuig,/dʲɾɛːˈfʲɔʏg/,nf.,profit
drällír,/ˈdˠʁɛːliːɾ/,nf.,hawk
dräs,/dʲɾɛːʃ/,nnt.,tree
dräs uaidó,/dʲɾɛːʃ uˈədʲoː/,nnt.,bark (of tree)
driaeliuechín,/dʲɾaˈlʊçiːnʲ/,nm.,bug
driaeliuechín,/dʲɾaˈlʊçiːnʲ/,nm.,insect
driaeliuechín,/dʲɾaˈlʊçiːnʲ/,nm.,beetle
drianaíonn,/ˌdʲɾanˠaˈiːɔnˠ/ [ˈdʲɾanˠiːnˠ],nf.,liar
drianaíonn,/ˌdʲɾanˠaˈiːɔnˠ/ [ˈdʲɾanˠiːnˠ],nf.,lie
driuineanoich,/ˌdʲɾʊnʲəˈunˠɪç/,adj.,shiny
dreaichárán,/dʲɾaˈçæːɾæːnʲ/,nm.,chief
dreaistíonn,/dʲɾaʃˈtʲiːɔnˠ/ [ˈdʲɾaʃtʲiːnˠ],v.,squeeze
dreaistíonn,/dʲɾaʃˈtʲiːɔnˠ/ [ˈdʲɾaʃtʲiːnˠ],v.,clutch
dreaiteann,/dʲɾaˈtʲəunˠ/,v.,accompany
dreaesí,/ˈdʲɾaʃiː/,nf.,carbon
dreanaíonn,/ˌdʲɾanˠaˈiːɔnˠ/ [ˈdʲɾanˠiːnˠ],v.,lie
dreaulzann,/ˈdʲɾaʊ̯ɫʦanˠ/,v.,matter
dreic,/dʲɾaɪ̯k/,nm.,voice
drelín,/ˈdʲɾeliːnʲ/,nf.,record (written account)
drenf,/dʲɾenʲfʲ/,nnt.,excrement
drenf,/dʲɾenʲfʲ/,nnt.,shit
drenf,/dʲɾenʲfʲ/,nnt.,sewage
dreonaíonn,/ˌdʲɾeŋaˈiːɔnˠ/ [ˈdʲɾeŋiːnˠ],v.,stab
dreonaíonn,/ˌdʲɾeŋaˈiːɔnˠ/ [ˈdʲɾeŋiːnˠ],v.,prick
dreong,/dʲɾɔŋ/,nnt.,bag
dreong,/dʲɾɔŋ/,nnt.,suitcase
